adjective,category,created_at,id,modifier,name,price
extra-strength,mechanism,9/4/2013 4:48,511,storage_unit,extra-strength mechanism storage_unit,75
extra-strength,module,1/14/2014 4:40,3877,how-to-manual,extra-strength module how-to-manual,0
industrial-strength,instrument,7/6/2013 23:47,814,carrying_case,industrial-strength instrument carrying_case,79.2
miniature,mechanism,7/2/2013 20:28,1049,,miniature mechanism,8.25
reflective,instrument,11/22/2013 9:50,3418,storage_unit,reflective instrument storage_unit,143
matte,widget,4/18/2013 16:19,3498,charger,matte widget charger,0.75
extra-strength,gadget,4/17/2013 5:44,295,,extra-strength gadget,178
fuzzy,gadget,10/22/2013 2:23,1738,storage_unit,fuzzy gadget storage_unit,222.5
aerodynamic,instrument,1/28/2014 10:00,240,,aerodynamic instrument,61.6
matte,device,8/6/2013 21:56,2380,charger,matte device charger,12.5
analog,gadget,2/20/2014 3:33,2839,warmer,analog gadget warmer,88.11
fuzzy,device,10/11/2013 14:17,2810,wrapper,fuzzy device wrapper,20
rechargable,apparatus,6/23/2013 11:38,3969,charger,rechargable apparatus charger,78
extra-strength,apparatus,8/7/2013 5:33,876,warmer,extra-strength apparatus warmer,660
aerodynamic,gadget,1/3/2014 5:02,394,cleaner,aerodynamic gadget cleaner,74.76
fuzzy,apparatus,1/9/2014 12:07,3649,,fuzzy apparatus,300
glossy,gadget,1/23/2014 23:18,1143,carrying_case,glossy gadget carrying_case,64.08
digital,mechanism,4/19/2013 2:08,2238,carrying_case,digital mechanism carrying_case,9.9
extra-strength,instrument,5/19/2013 19:40,3,storage_unit,extra-strength instrument storage_unit,220
,gadget,5/12/2013 8:40,1098,cleaner,gadget cleaner,53.4
miniature,mechanism,10/9/2013 15:39,2823,,miniature mechanism,8.25
glossy,dongle,1/28/2014 9:14,2768,,glossy dongle,36
glossy,mechanism,5/7/2013 16:32,286,charger,glossy mechanism charger,3.6
,contraption,10/19/2013 4:29,1117,cleaner,contraption cleaner,150
extra-strength,mechanism,12/9/2013 19:08,2297,,extra-strength mechanism,30
glossy,device,10/7/2013 20:51,2499,carrying_case,glossy device carrying_case,36
miniature,gadget,1/16/2014 23:36,3861,carrying_case,miniature gadget carrying_case,29.37
rechargable,module,10/28/2013 23:51,923,carrying_case,rechargable module carrying_case,78
,mechanism,5/29/2013 23:21,3840,wrapper,mechanism wrapper,6
fuzzy,apparatus,11/28/2013 10:18,1917,carrying_case,fuzzy apparatus carrying_case,180
prize-winning,mechanism,6/22/2013 17:55,499,cleaner,prize-winning mechanism cleaner,9.9
matte,instrument,4/20/2013 22:13,1382,,matte instrument,55
,contraption,2/7/2014 15:27,3387,charger,contraption charger,50
rechargable,apparatus,3/8/2013 12:50,2327,wrapper,rechargable apparatus wrapper,156
fuzzy,dongle,9/4/2013 1:53,2978,,fuzzy dongle,30
glossy,module,12/13/2013 13:54,3330,cleaner,glossy module cleaner,72
fuzzy,module,12/18/2013 3:03,1171,,fuzzy module,100
matte,mechanism,4/13/2013 0:58,2951,,matte mechanism,18.75
matte,contraption,7/14/2013 11:34,2431,,matte contraption,312.5
reflective,mechanism,2/26/2013 23:46,1280,charger,reflective mechanism charger,3.9
reflective,mechanism,9/23/2013 12:43,399,wrapper,reflective mechanism wrapper,7.8
rechargable,module,5/21/2013 14:10,433,refill,rechargable module refill,104
prize-winning,dongle,4/17/2013 17:22,310,,prize-winning dongle,33
aerodynamic,apparatus,3/14/2013 3:19,1510,,aerodynamic apparatus,420
miniature,module,10/3/2013 6:26,306,charger,miniature module charger,11
industrial-strength,tool,7/14/2013 12:36,2078,,industrial-strength tool,75
analog,widget,9/24/2013 4:04,209,opener,analog widget opener,1.35
aerodynamic,gadget,12/28/2013 13:36,3047,charger,aerodynamic gadget charger,24.92
extra-strength,tool,2/12/2014 10:45,2899,,extra-strength tool,50
organic,instrument,2/3/2014 9:51,257,storage_unit,organic instrument storage_unit,165
digital,dongle,3/14/2013 22:44,2678,,digital dongle,33
analog,mechanism,4/16/2013 7:18,125,,analog mechanism,13.5
aerodynamic,gadget,7/15/2013 3:38,2215,storage_unit,aerodynamic gadget storage_unit,311.5
reflective,apparatus,9/15/2013 5:52,988,cleaner,reflective apparatus cleaner,234
rechargable,device,4/4/2013 5:22,1551,,rechargable device,65
industrial-strength,instrument,8/2/2013 10:39,2386,storage_unit,industrial-strength instrument storage_unit,330
,module,9/28/2013 6:57,3168,,module,100
fuzzy,mechanism,4/26/2013 16:23,2724,cleaner,fuzzy mechanism cleaner,9
extra-strength,module,1/23/2014 12:01,1200,warmer,extra-strength module warmer,220
aerodynamic,dongle,12/27/2013 22:25,3619,,aerodynamic dongle,42
reflective,mechanism,4/7/2013 14:23,2368,how-to-manual,reflective mechanism how-to-manual,0
aerodynamic,apparatus,8/31/2013 5:46,506,wrapper,aerodynamic apparatus wrapper,168
prize-winning,mechanism,7/6/2013 6:23,1062,warmer,prize-winning mechanism warmer,18.15
fuzzy,device,8/19/2013 11:12,1256,how-to-manual,fuzzy device how-to-manual,0
organic,apparatus,10/15/2013 17:43,3793,how-to-manual,organic apparatus how-to-manual,0
reflective,gadget,11/15/2013 20:08,211,charger,reflective gadget charger,23.14
industrial-strength,module,4/7/2013 2:08,3974,,industrial-strength module,300
industrial-strength,dongle,11/4/2013 13:42,3229,,industrial-strength dongle,90
digital,instrument,2/16/2014 2:41,3249,warmer,digital instrument warmer,53.24
,mechanism,3/30/2013 4:00,1238,opener,mechanism opener,7.5
reflective,dongle,10/5/2013 4:41,3756,,reflective dongle,39
industrial-strength,dongle,1/10/2014 20:00,1839,,industrial-strength dongle,90
analog,device,12/7/2013 17:33,620,storage_unit,analog device storage_unit,112.5
reflective,instrument,12/10/2013 13:44,1056,warmer,reflective instrument warmer,62.92
extra-strength,gadget,2/17/2014 14:56,3644,carrying_case,extra-strength gadget carrying_case,106.8
reflective,instrument,12/16/2013 23:10,642,,reflective instrument,57.2
,tool,8/25/2013 20:31,1808,charger,tool charger,5
glossy,module,1/22/2014 17:02,1613,,glossy module,120
prize-winning,device,12/18/2013 15:22,3748,storage_unit,prize-winning device storage_unit,137.5
prize-winning,contraption,12/11/2013 12:10,1881,,prize-winning contraption,275
industrial-strength,module,8/2/2013 15:28,2836,storage_unit,industrial-strength module storage_unit,750
matte,device,7/21/2013 11:16,2074,storage_unit,matte device storage_unit,156.25
aerodynamic,gadget,3/30/2013 13:31,275,,aerodynamic gadget,124.6
,contraption,11/2/2013 18:27,2957,,contraption,250
analog,gadget,11/22/2013 4:33,2931,wrapper,analog gadget wrapper,32.04
industrial-strength,mechanism,6/29/2013 8:03,3824,wrapper,industrial-strength mechanism wrapper,18
prize-winning,module,12/4/2013 13:58,2077,carrying_case,prize-winning module carrying_case,66
reflective,dongle,9/27/2013 17:07,2909,warmer,reflective dongle warmer,42.9
,tool,8/31/2013 4:48,109,,tool,25
prize-winning,contraption,10/25/2013 19:35,183,storage_unit,prize-winning contraption storage_unit,687.5
,tool,5/17/2013 6:08,472,,tool,25
rechargable,instrument,8/10/2013 9:14,3133,opener,rechargable instrument opener,28.6
fuzzy,instrument,2/14/2014 18:52,3443,charger,fuzzy instrument charger,8.8
organic,module,10/23/2013 23:08,3001,wrapper,organic module wrapper,60
miniature,instrument,5/23/2013 5:34,3921,refill,miniature instrument refill,19.36
reflective,instrument,9/24/2013 10:50,3781,storage_unit,reflective instrument storage_unit,143
analog,mechanism,4/5/2013 4:02,1980,wrapper,analog mechanism wrapper,5.4
aerodynamic,widget,10/31/2013 7:43,3253,wrapper,aerodynamic widget wrapper,1.68
miniature,gadget,9/27/2013 8:03,1003,,miniature gadget,48.95
organic,tool,1/19/2014 15:17,1109,storage_unit,organic tool storage_unit,93.75
miniature,module,7/4/2013 10:03,727,warmer,miniature module warmer,60.5
industrial-strength,tool,9/21/2013 12:21,2194,wrapper,industrial-strength tool wrapper,30
prize-winning,module,8/12/2013 14:10,1666,warmer,prize-winning module warmer,121
digital,mechanism,9/22/2013 13:52,2653,,digital mechanism,16.5
digital,apparatus,7/20/2013 15:28,1833,carrying_case,digital apparatus carrying_case,198
,device,2/25/2014 5:08,135,how-to-manual,device how-to-manual,0
aerodynamic,module,3/7/2013 6:38,333,,aerodynamic module,140
prize-winning,contraption,5/23/2013 4:21,400,,prize-winning contraption,275
glossy,instrument,7/1/2013 10:39,180,,glossy instrument,52.8
industrial-strength,gadget,1/29/2014 17:17,2857,,industrial-strength gadget,267
reflective,tool,8/20/2013 19:46,655,wrapper,reflective tool wrapper,13
fuzzy,dongle,12/7/2013 6:42,3670,,fuzzy dongle,30
rechargable,device,2/3/2014 5:40,3085,,rechargable device,65
,tool,7/4/2013 14:35,1946,charger,tool charger,5
reflective,gadget,5/8/2013 1:21,3491,wrapper,reflective gadget wrapper,46.28
prize-winning,gadget,5/18/2013 0:02,999,,prize-winning gadget,97.9
,apparatus,3/4/2013 21:47,3914,charger,apparatus charger,60
glossy,widget,9/13/2013 16:52,2028,,glossy widget,3.6
extra-strength,apparatus,6/21/2013 7:58,1342,,extra-strength apparatus,600
organic,dongle,2/26/2013 18:24,3015,charger,organic dongle charger,9
miniature,tool,7/1/2013 13:11,3317,opener,miniature tool opener,6.875
reflective,gadget,6/9/2013 11:57,3918,warmer,reflective gadget warmer,127.27
aerodynamic,module,8/10/2013 9:55,3599,refill,aerodynamic module refill,112
aerodynamic,module,9/30/2013 11:32,3764,,aerodynamic module,140
matte,apparatus,3/4/2013 23:24,3223,cleaner,matte apparatus cleaner,225
prize-winning,dongle,3/12/2013 7:04,2180,storage_unit,prize-winning dongle storage_unit,82.5
organic,apparatus,12/5/2013 10:12,3455,,organic apparatus,450
prize-winning,gadget,12/8/2013 17:00,1268,storage_unit,prize-winning gadget storage_unit,244.75
extra-strength,contraption,9/19/2013 23:15,2592,storage_unit,extra-strength contraption storage_unit,1250
digital,tool,4/29/2013 0:43,3635,warmer,digital tool warmer,30.25
industrial-strength,mechanism,4/10/2013 0:33,3304,,industrial-strength mechanism,45
digital,widget,11/10/2013 18:31,1311,storage_unit,digital widget storage_unit,8.25
prize-winning,mechanism,4/19/2013 6:10,1357,warmer,prize-winning mechanism warmer,18.15
organic,tool,10/12/2013 5:10,2330,charger,organic tool charger,7.5
,mechanism,9/5/2013 2:19,2290,cleaner,mechanism cleaner,9
matte,contraption,11/10/2013 8:58,530,storage_unit,matte contraption storage_unit,781.25
digital,mechanism,1/10/2014 18:17,1507,how-to-manual,digital mechanism how-to-manual,0
prize-winning,contraption,4/29/2013 20:21,1789,,prize-winning contraption,275
aerodynamic,contraption,9/2/2013 4:40,2575,warmer,aerodynamic contraption warmer,385
analog,module,12/1/2013 22:50,3187,,analog module,90
industrial-strength,dongle,5/14/2013 13:12,570,,industrial-strength dongle,90
organic,gadget,3/23/2013 9:08,3404,charger,organic gadget charger,26.7
miniature,mechanism,4/30/2013 19:10,3251,refill,miniature mechanism refill,6.6
rechargable,instrument,7/14/2013 22:11,3061,how-to-manual,rechargable instrument how-to-manual,0
glossy,mechanism,6/24/2013 23:26,2949,refill,glossy mechanism refill,14.4
analog,tool,11/16/2013 15:01,2232,opener,analog tool opener,11.25
,widget,11/1/2013 1:24,3993,refill,widget refill,2.4
glossy,dongle,5/26/2013 21:19,3302,opener,glossy dongle opener,18
miniature,device,12/15/2013 20:14,898,storage_unit,miniature device storage_unit,68.75
reflective,dongle,11/4/2013 1:12,1034,,reflective dongle,39
extra-strength,tool,9/27/2013 23:21,1508,warmer,extra-strength tool warmer,55
extra-strength,module,12/17/2013 0:33,2841,,extra-strength module,200
fuzzy,contraption,3/28/2013 18:01,1204,,fuzzy contraption,250
prize-winning,widget,11/27/2013 18:57,3753,wrapper,prize-winning widget wrapper,1.32
industrial-strength,apparatus,12/31/2013 10:55,2292,warmer,industrial-strength apparatus warmer,990
miniature,mechanism,7/16/2013 22:38,2384,,miniature mechanism,8.25
fuzzy,dongle,1/30/2014 14:24,696,how-to-manual,fuzzy dongle how-to-manual,0
organic,instrument,3/11/2013 14:38,3632,carrying_case,organic instrument carrying_case,39.6
aerodynamic,device,8/13/2013 4:32,1978,wrapper,aerodynamic device wrapper,28
miniature,gadget,9/17/2013 17:23,1954,storage_unit,miniature gadget storage_unit,122.375
fuzzy,module,7/26/2013 13:35,1672,storage_unit,fuzzy module storage_unit,250
glossy,tool,10/14/2013 21:30,3982,wrapper,glossy tool wrapper,12
extra-strength,apparatus,3/7/2013 5:09,637,refill,extra-strength apparatus refill,480
reflective,dongle,4/9/2013 2:05,2357,how-to-manual,reflective dongle how-to-manual,0
matte,instrument,2/21/2014 2:27,989,cleaner,matte instrument cleaner,33
extra-strength,module,4/9/2013 4:36,3786,,extra-strength module,200
aerodynamic,device,9/29/2013 19:26,3358,,aerodynamic device,70
fuzzy,instrument,6/26/2013 2:22,3994,cleaner,fuzzy instrument cleaner,26.4
industrial-strength,contraption,11/21/2013 14:17,698,,industrial-strength contraption,750
fuzzy,device,10/26/2013 2:02,1710,charger,fuzzy device charger,10
glossy,tool,3/24/2013 8:52,1093,,glossy tool,30
matte,widget,2/17/2014 4:26,2759,refill,matte widget refill,3
organic,instrument,8/23/2013 7:41,2453,,organic instrument,66
reflective,instrument,3/28/2013 7:33,3289,,reflective instrument,57.2
glossy,module,4/18/2013 16:14,3718,storage_unit,glossy module storage_unit,300
extra-strength,dongle,6/13/2013 8:29,1994,wrapper,extra-strength dongle wrapper,24
digital,dongle,9/13/2013 6:46,3281,charger,digital dongle charger,6.6
fuzzy,instrument,4/28/2013 12:33,904,charger,fuzzy instrument charger,8.8
fuzzy,apparatus,6/7/2013 19:34,3900,storage_unit,fuzzy apparatus storage_unit,750
analog,mechanism,8/19/2013 11:41,684,,analog mechanism,13.5
,instrument,5/17/2013 4:00,278,,instrument,44
prize-winning,tool,11/25/2013 5:15,349,,prize-winning tool,27.5
industrial-strength,mechanism,2/2/2014 5:41,720,,industrial-strength mechanism,45
reflective,instrument,9/8/2013 5:37,3957,,reflective instrument,57.2
reflective,contraption,1/4/2014 11:02,1893,wrapper,reflective contraption wrapper,130
extra-strength,tool,1/22/2014 4:00,942,,extra-strength tool,50
miniature,apparatus,4/24/2013 16:38,1314,refill,miniature apparatus refill,132
organic,apparatus,6/10/2013 6:16,3765,charger,organic apparatus charger,90
glossy,tool,9/23/2013 2:51,2984,,glossy tool,30
aerodynamic,instrument,9/26/2013 22:45,2421,warmer,aerodynamic instrument warmer,67.76
reflective,mechanism,10/29/2013 6:06,449,wrapper,reflective mechanism wrapper,7.8
extra-strength,device,11/16/2013 8:53,2185,cleaner,extra-strength device cleaner,60
prize-winning,widget,8/14/2013 10:58,2168,cleaner,prize-winning widget cleaner,1.98
industrial-strength,dongle,7/19/2013 3:16,456,,industrial-strength dongle,90
aerodynamic,contraption,3/10/2013 2:29,3637,,aerodynamic contraption,350
,apparatus,2/10/2014 6:10,3360,opener,apparatus opener,150
organic,tool,6/6/2013 8:07,58,refill,organic tool refill,30
digital,mechanism,10/10/2013 21:29,1865,refill,digital mechanism refill,13.2
prize-winning,widget,6/2/2013 3:05,2749,warmer,prize-winning widget warmer,3.63
organic,contraption,1/21/2014 10:56,1604,how-to-manual,organic contraption how-to-manual,0
,module,10/24/2013 4:33,3310,refill,module refill,80
analog,instrument,5/9/2013 20:01,3598,,analog instrument,39.6
rechargable,mechanism,4/14/2013 17:35,1799,,rechargable mechanism,19.5
miniature,module,8/3/2013 19:40,611,warmer,miniature module warmer,60.5
industrial-strength,device,5/25/2013 1:17,841,,industrial-strength device,150
prize-winning,widget,12/14/2013 11:45,3917,warmer,prize-winning widget warmer,3.63
prize-winning,instrument,12/22/2013 22:53,810,how-to-manual,prize-winning instrument how-to-manual,0
,widget,4/17/2013 4:53,3450,refill,widget refill,2.4
aerodynamic,apparatus,8/15/2013 12:43,3218,charger,aerodynamic apparatus charger,84
digital,widget,9/14/2013 4:54,1366,,digital widget,3.3
,mechanism,3/28/2013 6:20,2568,,mechanism,15
industrial-strength,mechanism,7/21/2013 17:53,795,charger,industrial-strength mechanism charger,9
rechargable,module,12/7/2013 15:01,757,,rechargable module,130
prize-winning,instrument,10/15/2013 5:49,1276,warmer,prize-winning instrument warmer,53.24
aerodynamic,widget,12/7/2013 13:13,2718,storage_unit,aerodynamic widget storage_unit,10.5
prize-winning,dongle,5/3/2013 11:57,1825,storage_unit,prize-winning dongle storage_unit,82.5
glossy,gadget,11/18/2013 22:07,1081,charger,glossy gadget charger,21.36
,mechanism,3/26/2013 21:44,1793,cleaner,mechanism cleaner,9
,dongle,5/10/2013 23:22,1659,storage_unit,dongle storage_unit,75
analog,dongle,7/11/2013 16:50,2982,,analog dongle,27
industrial-strength,mechanism,8/21/2013 5:12,3613,storage_unit,industrial-strength mechanism storage_unit,112.5
prize-winning,tool,12/23/2013 7:42,338,how-to-manual,prize-winning tool how-to-manual,0
industrial-strength,apparatus,8/14/2013 21:21,2417,opener,industrial-strength apparatus opener,450
analog,widget,1/29/2014 10:07,3329,carrying_case,analog widget carrying_case,1.62
rechargable,gadget,10/20/2013 22:29,2863,cleaner,rechargable gadget cleaner,69.42
prize-winning,dongle,5/14/2013 8:46,2865,how-to-manual,prize-winning dongle how-to-manual,0
organic,device,6/3/2013 0:54,3924,how-to-manual,organic device how-to-manual,0
extra-strength,module,12/19/2013 4:23,2844,,extra-strength module,200
matte,mechanism,9/17/2013 17:47,36,cleaner,matte mechanism cleaner,11.25
prize-winning,contraption,5/20/2013 20:42,3117,,prize-winning contraption,275
aerodynamic,contraption,9/20/2013 10:41,3754,,aerodynamic contraption,350
rechargable,instrument,8/29/2013 21:38,3367,,rechargable instrument,57.2
fuzzy,apparatus,10/23/2013 10:12,918,how-to-manual,fuzzy apparatus how-to-manual,0
organic,apparatus,1/18/2014 15:36,3884,,organic apparatus,450
rechargable,dongle,7/9/2013 4:35,2399,how-to-manual,rechargable dongle how-to-manual,0
industrial-strength,gadget,4/18/2013 7:30,3336,charger,industrial-strength gadget charger,53.4
industrial-strength,dongle,4/16/2013 16:21,2367,,industrial-strength dongle,90
fuzzy,tool,7/3/2013 2:42,3030,carrying_case,fuzzy tool carrying_case,15
miniature,module,8/19/2013 13:41,3835,cleaner,miniature module cleaner,33
organic,gadget,5/15/2013 13:03,2875,,organic gadget,133.5
,instrument,7/23/2013 19:53,3051,,instrument,44
digital,tool,4/25/2013 23:47,772,opener,digital tool opener,13.75
aerodynamic,gadget,8/31/2013 15:20,3583,refill,aerodynamic gadget refill,99.68
,dongle,4/15/2013 16:37,359,how-to-manual,dongle how-to-manual,0
prize-winning,mechanism,2/5/2014 3:09,444,,prize-winning mechanism,16.5
reflective,instrument,3/12/2013 9:10,2667,charger,reflective instrument charger,11.44
matte,apparatus,3/1/2013 22:43,1679,wrapper,matte apparatus wrapper,150
reflective,gadget,11/3/2013 0:53,2944,refill,reflective gadget refill,92.56
rechargable,dongle,5/30/2013 6:31,1317,,rechargable dongle,39
,device,2/19/2014 15:11,2596,wrapper,device wrapper,20
,dongle,11/21/2013 13:07,5,refill,dongle refill,24
analog,contraption,11/26/2013 12:23,2821,,analog contraption,225
analog,instrument,11/22/2013 5:18,3899,carrying_case,analog instrument carrying_case,23.76
aerodynamic,instrument,7/7/2013 10:00,2975,,aerodynamic instrument,61.6
industrial-strength,module,11/20/2013 9:40,2869,warmer,industrial-strength module warmer,330
miniature,widget,12/23/2013 5:39,3383,refill,miniature widget refill,1.32
prize-winning,gadget,4/12/2013 14:48,1878,,prize-winning gadget,97.9
glossy,widget,4/18/2013 4:44,3962,,glossy widget,3.6
,device,12/7/2013 6:52,1237,,device,50
aerodynamic,contraption,2/19/2014 12:50,2890,refill,aerodynamic contraption refill,280
digital,mechanism,6/13/2013 1:13,859,,digital mechanism,16.5
analog,device,12/10/2013 18:24,1194,charger,analog device charger,9
,device,4/19/2013 6:06,621,,device,50
aerodynamic,contraption,5/27/2013 18:38,1981,,aerodynamic contraption,350
aerodynamic,tool,1/15/2014 15:28,3273,refill,aerodynamic tool refill,28
reflective,apparatus,4/28/2013 4:39,2514,charger,reflective apparatus charger,78
matte,widget,1/6/2014 7:17,1385,charger,matte widget charger,0.75
aerodynamic,widget,1/22/2014 5:02,3539,,aerodynamic widget,4.2
glossy,instrument,1/18/2014 18:31,2613,cleaner,glossy instrument cleaner,31.68
industrial-strength,widget,2/28/2013 18:52,2616,warmer,industrial-strength widget warmer,9.9
,widget,4/2/2013 13:19,1820,,widget,3
,widget,3/11/2013 4:05,129,refill,widget refill,2.4
extra-strength,gadget,11/27/2013 17:39,2208,,extra-strength gadget,178
prize-winning,instrument,11/27/2013 19:56,2725,,prize-winning instrument,48.4
digital,contraption,2/17/2014 1:09,1095,,digital contraption,275
,module,11/23/2013 19:13,3882,,module,100
glossy,gadget,2/24/2013 8:02,901,,glossy gadget,106.8
rechargable,device,12/20/2013 17:02,3054,,rechargable device,65
digital,apparatus,8/13/2013 22:39,1088,carrying_case,digital apparatus carrying_case,198
,gadget,6/25/2013 18:26,2430,refill,gadget refill,71.2
matte,widget,10/4/2013 5:23,1354,opener,matte widget opener,1.875
prize-winning,tool,2/25/2013 23:16,2833,charger,prize-winning tool charger,5.5
rechargable,device,6/19/2013 14:06,1213,,rechargable device,65
miniature,device,10/15/2013 2:23,3523,,miniature device,27.5
analog,apparatus,8/6/2013 22:41,3771,carrying_case,analog apparatus carrying_case,162
glossy,tool,8/26/2013 17:23,2123,cleaner,glossy tool cleaner,18
reflective,instrument,4/21/2013 10:35,3887,,reflective instrument,57.2
digital,contraption,9/26/2013 13:31,732,how-to-manual,digital contraption how-to-manual,0
fuzzy,apparatus,1/7/2014 22:21,26,,fuzzy apparatus,300
analog,gadget,12/12/2013 4:26,1812,cleaner,analog gadget cleaner,48.06
reflective,instrument,1/22/2014 17:40,1116,refill,reflective instrument refill,45.76
reflective,tool,11/8/2013 0:22,2328,,reflective tool,32.5
aerodynamic,gadget,6/1/2013 19:57,1896,charger,aerodynamic gadget charger,24.92
prize-winning,contraption,4/21/2013 4:43,2104,,prize-winning contraption,275
miniature,widget,8/26/2013 3:55,929,warmer,miniature widget warmer,1.815
,instrument,8/14/2013 23:57,3631,cleaner,instrument cleaner,26.4
prize-winning,tool,4/19/2013 15:04,91,opener,prize-winning tool opener,13.75
prize-winning,dongle,4/21/2013 16:34,553,opener,prize-winning dongle opener,16.5
,contraption,11/11/2013 23:48,761,storage_unit,contraption storage_unit,625
,gadget,5/30/2013 13:06,3105,cleaner,gadget cleaner,53.4
reflective,mechanism,7/19/2013 2:24,639,,reflective mechanism,19.5
miniature,contraption,12/23/2013 17:35,1953,,miniature contraption,137.5
analog,device,8/28/2013 10:19,3922,storage_unit,analog device storage_unit,112.5
industrial-strength,instrument,1/7/2014 14:32,1316,refill,industrial-strength instrument refill,105.6
,device,8/26/2013 17:15,2270,how-to-manual,device how-to-manual,0
digital,mechanism,1/22/2014 17:10,122,carrying_case,digital mechanism carrying_case,9.9
organic,gadget,6/21/2013 14:59,3485,,organic gadget,133.5
rechargable,device,6/24/2013 18:18,436,how-to-manual,rechargable device how-to-manual,0
,dongle,6/7/2013 9:41,2189,warmer,dongle warmer,33
matte,apparatus,3/28/2013 7:11,2928,warmer,matte apparatus warmer,412.5
reflective,contraption,4/8/2013 5:59,1406,warmer,reflective contraption warmer,357.5
rechargable,apparatus,7/25/2013 11:52,3252,,rechargable apparatus,390
industrial-strength,dongle,1/14/2014 14:24,3207,refill,industrial-strength dongle refill,72
aerodynamic,device,10/2/2013 9:55,2366,carrying_case,aerodynamic device carrying_case,42
reflective,device,8/2/2013 23:34,271,,reflective device,65
miniature,gadget,7/14/2013 18:14,3487,,miniature gadget,48.95
digital,module,7/29/2013 1:38,3151,,digital module,110
matte,tool,12/12/2013 13:53,2945,charger,matte tool charger,6.25
rechargable,device,12/15/2013 0:26,200,how-to-manual,rechargable device how-to-manual,0
organic,mechanism,11/10/2013 18:58,1951,,organic mechanism,22.5
,widget,12/29/2013 13:26,396,charger,widget charger,0.6
industrial-strength,tool,5/8/2013 0:27,750,,industrial-strength tool,75
fuzzy,instrument,8/17/2013 10:27,2416,,fuzzy instrument,44
analog,apparatus,2/22/2013 18:18,2139,how-to-manual,analog apparatus how-to-manual,0
miniature,widget,10/30/2013 19:39,1612,,miniature widget,1.65
prize-winning,device,11/23/2013 15:17,2537,how-to-manual,prize-winning device how-to-manual,0
industrial-strength,gadget,12/8/2013 14:10,387,storage_unit,industrial-strength gadget storage_unit,667.5
,dongle,11/16/2013 23:24,147,charger,dongle charger,6
aerodynamic,contraption,4/23/2013 13:16,3968,,aerodynamic contraption,350
glossy,apparatus,4/24/2013 23:04,769,opener,glossy apparatus opener,180
digital,device,7/2/2013 14:53,216,,digital device,55
aerodynamic,tool,3/15/2013 21:03,3056,,aerodynamic tool,35
reflective,gadget,3/27/2013 4:48,2612,,reflective gadget,115.7
,gadget,2/6/2014 10:29,2981,storage_unit,gadget storage_unit,222.5
glossy,dongle,6/5/2013 10:48,2608,cleaner,glossy dongle cleaner,21.6
aerodynamic,gadget,1/17/2014 3:33,914,charger,aerodynamic gadget charger,24.92
fuzzy,mechanism,12/31/2013 4:34,3905,,fuzzy mechanism,15
industrial-strength,tool,1/26/2014 22:17,3499,refill,industrial-strength tool refill,60
aerodynamic,module,6/16/2013 12:39,374,,aerodynamic module,140
digital,tool,6/2/2013 7:26,1615,,digital tool,27.5
digital,gadget,7/4/2013 19:16,925,,digital gadget,97.9
extra-strength,device,11/20/2013 8:25,3892,,extra-strength device,100
aerodynamic,dongle,4/21/2013 15:47,922,opener,aerodynamic dongle opener,21
rechargable,tool,12/11/2013 15:58,3575,,rechargable tool,32.5
fuzzy,instrument,6/4/2013 12:46,3393,carrying_case,fuzzy instrument carrying_case,26.4
glossy,dongle,8/9/2013 13:43,3016,wrapper,glossy dongle wrapper,14.4
rechargable,instrument,3/2/2013 21:02,2156,opener,rechargable instrument opener,28.6
industrial-strength,contraption,3/11/2013 7:39,3719,,industrial-strength contraption,750
fuzzy,module,3/21/2013 15:09,477,how-to-manual,fuzzy module how-to-manual,0
fuzzy,dongle,1/30/2014 14:49,1470,opener,fuzzy dongle opener,15
prize-winning,instrument,5/26/2013 5:46,340,,prize-winning instrument,48.4
extra-strength,device,1/25/2014 8:54,640,,extra-strength device,100
reflective,device,5/15/2013 20:33,830,,reflective device,65
rechargable,widget,12/22/2013 18:20,2908,carrying_case,rechargable widget carrying_case,2.34
extra-strength,tool,3/26/2013 1:56,2382,carrying_case,extra-strength tool carrying_case,30
extra-strength,gadget,10/21/2013 2:42,2838,opener,extra-strength gadget opener,89
rechargable,tool,9/28/2013 23:35,3870,how-to-manual,rechargable tool how-to-manual,0
analog,dongle,9/18/2013 7:25,794,refill,analog dongle refill,21.6
prize-winning,widget,12/6/2013 7:34,2817,how-to-manual,prize-winning widget how-to-manual,0
,tool,12/27/2013 12:10,1004,refill,tool refill,20
glossy,apparatus,9/17/2013 8:00,108,opener,glossy apparatus opener,180
extra-strength,mechanism,7/8/2013 13:21,1963,,extra-strength mechanism,30
aerodynamic,widget,2/26/2013 9:06,2807,,aerodynamic widget,4.2
miniature,gadget,6/18/2013 19:08,1639,cleaner,miniature gadget cleaner,29.37
matte,widget,11/6/2013 1:16,3280,storage_unit,matte widget storage_unit,9.375
reflective,gadget,3/24/2013 0:09,1018,wrapper,reflective gadget wrapper,46.28
matte,contraption,4/2/2013 19:57,2920,charger,matte contraption charger,62.5
matte,contraption,11/23/2013 5:04,2666,refill,matte contraption refill,250
,device,10/27/2013 6:34,747,wrapper,device wrapper,20
matte,instrument,12/18/2013 18:06,3096,wrapper,matte instrument wrapper,22
digital,module,2/25/2014 23:57,1174,refill,digital module refill,88
organic,widget,11/22/2013 17:01,2963,warmer,organic widget warmer,4.95
